epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1926.12,0.4955,0.22381,0.09997,0.29481,0.80068,0.99763,1,0.995,0.90717,0.99763,1,0.995,0.99102,0.41533,0.12281,0.28137,0.24122,0.81503,0.00074315,0.00074315,0.00074315
128,1940.91,0.47355,0.21072,0.09746,0.28753,0.79818,0.99778,1,0.995,0.91786,0.99778,1,0.995,0.99049,0.41842,0.12474,0.31323,0.24749,0.81465,0.000733175,0.000733175,0.000733175
129,1955.72,0.47001,0.22524,0.09251,0.28734,0.80009,0.99776,1,0.995,0.92203,0.99776,1,0.995,0.83849,0.44891,0.60082,0.28131,0.25518,0.81703,0.0007232,0.0007232,0.0007232
130,1970.03,0.47044,0.19552,0.08857,0.28698,0.79537,0.99767,1,0.995,0.92069,0.99767,1,0.995,0.98555,0.44368,0.12893,0.32239,0.24122,0.81487,0.000713225,0.000713225,0.000713225
131,1986.88,0.47376,0.21247,0.08995,0.28921,0.79297,0.99752,1,0.995,0.91414,0.99752,1,0.995,0.89651,0.43881,0.40163,0.30499,0.25095,0.81701,0.00070325,0.00070325,0.00070325
132,2002,0.47139,0.20836,0.09212,0.28795,0.79962,0.99739,1,0.995,0.92489,0.99739,1,0.995,0.8826,0.4312,0.60895,0.29201,0.23946,0.8182,0.000693275,0.000693275,0.000693275
133,2016.94,0.46746,0.19514,0.08478,0.28757,0.79917,0.99677,1,0.995,0.91706,0.95515,0.95833,0.96457,0.83159,0.4553,0.67544,0.28859,0.25075,0.8209,0.0006833,0.0006833,0.0006833
134,2032.14,0.46874,0.20434,0.08705,0.28201,0.79942,0.99631,1,0.995,0.91891,0.99631,1,0.995,0.98413,0.44637,0.12406,0.30532,0.24955,0.81612,0.000673325,0.000673325,0.000673325
135,2046.98,0.46565,0.18986,0.08819,0.28778,0.80117,0.99649,1,0.995,0.92622,0.99649,1,0.995,0.9787,0.43435,0.13954,0.31426,0.25705,0.81667,0.00066335,0.00066335,0.00066335
136,2061.91,0.46668,0.20348,0.09248,0.28569,0.80079,0.99779,1,0.995,0.93337,0.99779,1,0.995,0.9539,0.42287,0.20522,0.30046,0.23838,0.81353,0.000653375,0.000653375,0.000653375
137,2076.9,0.45481,0.19522,0.09381,0.2826,0.7956,0.99688,1,0.995,0.927,0.99688,1,0.995,0.88439,0.43356,0.40716,0.29931,0.22688,0.81199,0.0006434,0.0006434,0.0006434
138,2091.89,0.47361,0.19299,0.09303,0.28222,0.79639,0.99524,1,0.995,0.9162,0.99524,1,0.995,0.85312,0.44013,0.48525,0.32976,0.24384,0.81322,0.000633425,0.000633425,0.000633425
139,2106.81,0.4676,0.22387,0.09075,0.28189,0.7988,0.99371,1,0.995,0.9177,0.99371,1,0.995,0.9766,0.4376,0.13886,0.27932,0.25646,0.8152,0.00062345,0.00062345,0.00062345
140,2121.86,0.45313,0.19746,0.08761,0.27582,0.80143,0.99438,1,0.995,0.92807,0.99438,1,0.995,0.97026,0.42126,0.13298,0.30671,0.24377,0.81928,0.000613475,0.000613475,0.000613475
141,2136.7,0.46644,0.20464,0.09723,0.28498,0.79091,0.99702,1,0.995,0.92388,0.99702,1,0.995,0.93195,0.43688,0.20786,0.312,0.24215,0.82195,0.0006035,0.0006035,0.0006035
142,2151.9,0.44167,0.18664,0.08136,0.27095,0.79398,0.99749,1,0.995,0.92421,0.99749,1,0.995,0.97752,0.45158,0.14433,0.30873,0.26165,0.81814,0.000593525,0.000593525,0.000593525
143,2166.98,0.47736,0.20501,0.09727,0.28747,0.80215,0.99694,1,0.995,0.92464,0.99694,1,0.995,0.96148,0.4255,0.16219,0.32419,0.25018,0.81407,0.00058355,0.00058355,0.00058355
144,2181.98,0.4678,0.20988,0.08751,0.27869,0.79892,0.99747,1,0.995,0.92766,0.99747,1,0.995,0.91891,0.41421,0.33638,0.33008,0.24442,0.80898,0.000573575,0.000573575,0.000573575
145,2196.89,0.4743,0.21388,0.09016,0.28449,0.79299,0.99727,1,0.995,0.92382,0.99727,1,0.995,0.86336,0.4198,0.5975,0.30739,0.23301,0.81249,0.0005636,0.0005636,0.0005636
146,2211.4,0.45985,0.18856,0.08516,0.27659,0.79663,0.9975,1,0.995,0.9172,0.9975,1,0.995,0.96466,0.4252,0.19719,0.32869,0.23898,0.81488,0.000553625,0.000553625,0.000553625
147,2229.95,0.47299,0.19724,0.09585,0.28032,0.79771,0.99604,1,0.995,0.92757,0.99604,1,0.995,0.97185,0.43743,0.14779,0.31717,0.24321,0.81637,0.00054365,0.00054365,0.00054365
148,2245.22,0.45971,0.19523,0.09043,0.28398,0.80041,0.99316,1,0.995,0.9127,0.99316,1,0.995,0.97009,0.44174,0.15825,0.28618,0.24939,0.81569,0.000533675,0.000533675,0.000533675
149,2259.92,0.45923,0.19862,0.08673,0.27636,0.79976,0.99724,1,0.995,0.92945,0.99724,1,0.995,0.97015,0.4152,0.14425,0.3093,0.23571,0.81645,0.0005237,0.0005237,0.0005237
150,2274.88,0.46149,0.18905,0.08826,0.28053,0.79872,0.99773,1,0.995,0.93231,0.99773,1,0.995,0.97886,0.4172,0.1357,0.28574,0.23592,0.81227,0.000513725,0.000513725,0.000513725
151,2289.97,0.4727,0.19223,0.0909,0.28138,0.79824,0.99777,1,0.995,0.9251,0.99777,1,0.995,0.96893,0.41631,0.16618,0.2971,0.24057,0.81589,0.00050375,0.00050375,0.00050375
152,2304.56,0.43637,0.18993,0.08952,0.26979,0.7963,0.99778,1,0.995,0.92218,0.99778,1,0.995,0.97219,0.42176,0.14474,0.28046,0.233,0.81562,0.000493775,0.000493775,0.000493775
153,2319.04,0.44853,0.1921,0.09226,0.27527,0.80227,0.99776,1,0.995,0.91606,0.99776,1,0.995,0.9591,0.41622,0.18334,0.30274,0.24841,0.81688,0.0004838,0.0004838,0.0004838
154,2333.77,0.44669,0.18744,0.08551,0.27196,0.79695,0.99731,1,0.995,0.91421,0.99731,1,0.995,0.88479,0.41258,0.45566,0.32724,0.21642,0.81493,0.000473825,0.000473825,0.000473825
155,2348.26,0.45483,0.20111,0.08995,0.2755,0.80107,0.99461,1,0.995,0.9147,0.99461,1,0.995,0.92238,0.41583,0.34253,0.34055,0.24181,0.81286,0.00046385,0.00046385,0.00046385
156,2363.38,0.45125,0.19126,0.08254,0.27605,0.78968,0.99608,1,0.995,0.91446,0.99608,1,0.995,0.97239,0.43389,0.16446,0.30492,0.24457,0.81352,0.000453875,0.000453875,0.000453875
157,2378.21,0.45553,0.17551,0.08407,0.2735,0.79719,0.99694,1,0.995,0.92025,0.99694,1,0.995,0.98201,0.42355,0.12655,0.30897,0.23778,0.81411,0.0004439,0.0004439,0.0004439
158,2392.65,0.43893,0.17525,0.08194,0.27053,0.79506,0.99752,1,0.995,0.92011,0.99752,1,0.995,0.98384,0.41844,0.12205,0.32942,0.23281,0.81464,0.000433925,0.000433925,0.000433925
159,2407.64,0.45363,0.19104,0.08713,0.27149,0.79383,0.99748,1,0.995,0.92363,0.99748,1,0.995,0.97111,0.42846,0.13653,0.35725,0.25473,0.81409,0.00042395,0.00042395,0.00042395
160,2422.69,0.45621,0.192,0.09194,0.27281,0.79957,0.99763,1,0.995,0.92346,0.99763,1,0.995,0.96309,0.4194,0.12953,0.31312,0.24226,0.81026,0.000413975,0.000413975,0.000413975
161,2437.4,0.43791,0.16348,0.08338,0.26373,0.78996,0.99776,1,0.995,0.93384,0.99776,1,0.995,0.9728,0.41929,0.14094,0.31163,0.24235,0.81107,0.000404,0.000404,0.000404
162,2452.18,0.44895,0.17318,0.08609,0.27395,0.79783,0.99775,1,0.995,0.92191,0.99775,1,0.995,0.96265,0.4189,0.17032,0.28533,0.23396,0.81182,0.000394025,0.000394025,0.000394025
163,2468.64,0.43519,0.16424,0.08521,0.26465,0.79527,0.99779,1,0.995,0.9394,0.99779,1,0.995,0.92969,0.40532,0.25329,0.32912,0.23368,0.81285,0.00038405,0.00038405,0.00038405
164,2483.47,0.44099,0.18398,0.08451,0.26637,0.79911,0.99775,1,0.995,0.94354,0.99775,1,0.995,0.93609,0.41583,0.25309,0.30132,0.22605,0.81123,0.000374075,0.000374075,0.000374075
165,2497.76,0.42486,0.17404,0.0792,0.26435,0.79242,0.99775,1,0.995,0.92923,0.99775,1,0.995,0.94151,0.41992,0.21549,0.32762,0.26133,0.812,0.0003641,0.0003641,0.0003641
166,2512.65,0.42768,0.1699,0.08528,0.26403,0.79491,0.9977,1,0.995,0.92965,0.9977,1,0.995,0.97344,0.4235,0.13301,0.30675,0.24506,0.81442,0.000354125,0.000354125,0.000354125
167,2527.63,0.43191,0.15978,0.07927,0.26187,0.79648,0.99762,1,0.995,0.93117,0.99762,1,0.995,0.97323,0.41398,0.1273,0.31424,0.2479,0.81496,0.00034415,0.00034415,0.00034415
168,2542.64,0.44725,0.17502,0.08564,0.26645,0.79754,0.99726,1,0.995,0.93722,0.99726,1,0.995,0.98265,0.41633,0.11953,0.31177,0.23864,0.81352,0.000334175,0.000334175,0.000334175
169,2557.09,0.43233,0.15354,0.0767,0.25914,0.78713,0.99741,1,0.995,0.93295,0.99741,1,0.995,0.97692,0.41751,0.12395,0.32609,0.24282,0.81249,0.0003242,0.0003242,0.0003242
170,2571.64,0.4386,0.16014,0.08144,0.26039,0.79416,0.99765,1,0.995,0.93312,0.99765,1,0.995,0.97073,0.42075,0.13201,0.31326,0.23961,0.81319,0.000314225,0.000314225,0.000314225
171,2586.53,0.43434,0.16251,0.08782,0.26295,0.7959,0.99716,1,0.995,0.93273,0.99716,1,0.995,0.97296,0.42697,0.12489,0.35791,0.23618,0.81358,0.00030425,0.00030425,0.00030425
172,2601.64,0.43087,0.16063,0.07731,0.25906,0.78534,0.9966,1,0.995,0.93659,0.9966,1,0.995,0.97394,0.42787,0.12968,0.30536,0.24485,0.81543,0.000294275,0.000294275,0.000294275
173,2615.99,0.42469,0.15702,0.07358,0.25721,0.79104,0.9966,1,0.995,0.91854,0.9966,1,0.995,0.97359,0.42341,0.12663,0.34685,0.25244,0.81778,0.0002843,0.0002843,0.0002843
174,2631.06,0.42121,0.16565,0.08828,0.2574,0.79281,0.9977,1,0.995,0.92113,0.9977,1,0.995,0.9728,0.41755,0.12493,0.32839,0.24545,0.81522,0.000274325,0.000274325,0.000274325
175,2645.84,0.4129,0.1642,0.07968,0.25245,0.79383,0.99773,1,0.995,0.9284,0.99773,1,0.995,0.98369,0.42248,0.12088,0.326,0.2465,0.81588,0.00026435,0.00026435,0.00026435
176,2660.66,0.41711,0.17086,0.07963,0.25483,0.79308,0.99774,1,0.995,0.912,0.99774,1,0.995,0.9771,0.42122,0.11932,0.35373,0.24805,0.8145,0.000254375,0.000254375,0.000254375
177,2675.24,0.41665,0.16026,0.08077,0.25457,0.79176,0.99779,1,0.995,0.91901,0.99779,1,0.995,0.9771,0.40762,0.12039,0.31764,0.23885,0.81412,0.0002444,0.0002444,0.0002444
178,2689.62,0.42933,0.1744,0.08045,0.25682,0.79378,0.99779,1,0.995,0.91355,0.99779,1,0.995,0.9797,0.42971,0.11237,0.31931,0.25232,0.81635,0.000234425,0.000234425,0.000234425
179,2706.25,0.4166,0.15739,0.07858,0.25577,0.79068,0.99771,1,0.995,0.92133,0.99771,1,0.995,0.98916,0.43232,0.11182,0.3335,0.24196,0.81469,0.00022445,0.00022445,0.00022445
180,2721.67,0.42952,0.15583,0.08184,0.25525,0.79707,0.99765,1,0.995,0.92604,0.99765,1,0.995,0.9888,0.43489,0.12306,0.31892,0.24237,0.81501,0.000214475,0.000214475,0.000214475
181,2735.94,0.4133,0.13859,0.07165,0.2481,0.79137,0.9977,1,0.995,0.91813,0.9977,1,0.995,0.98254,0.42443,0.12274,0.32754,0.24029,0.81362,0.0002045,0.0002045,0.0002045
182,2750.67,0.42936,0.16935,0.08088,0.25875,0.79205,0.99774,1,0.995,0.9125,0.99774,1,0.995,0.98234,0.4341,0.12677,0.33014,0.23473,0.81367,0.000194525,0.000194525,0.000194525
183,2765.45,0.42826,0.16665,0.08534,0.25753,0.79788,0.99742,1,0.995,0.92313,0.99742,1,0.995,0.98265,0.43376,0.12842,0.32859,0.24303,0.81689,0.00018455,0.00018455,0.00018455
184,2780.25,0.40275,0.16091,0.07944,0.24614,0.79378,0.99688,1,0.995,0.92957,0.99688,1,0.995,0.97069,0.42815,0.12755,0.34213,0.23549,0.81624,0.000174575,0.000174575,0.000174575
185,2794.54,0.41102,0.16901,0.07868,0.25032,0.79028,0.99694,1,0.995,0.91566,0.99694,1,0.995,0.97086,0.43486,0.12574,0.32248,0.23785,0.81604,0.0001646,0.0001646,0.0001646
186,2809.46,0.40703,0.15221,0.0696,0.24415,0.79129,0.99741,1,0.995,0.91094,0.99741,1,0.995,0.97029,0.43757,0.1273,0.32228,0.24356,0.81649,0.000154625,0.000154625,0.000154625
187,2824.09,0.4161,0.15137,0.07823,0.24777,0.78794,0.99763,1,0.995,0.918,0.99763,1,0.995,0.97609,0.42108,0.12644,0.3367,0.23877,0.81155,0.00014465,0.00014465,0.00014465
188,2838.81,0.40056,0.14482,0.07866,0.24376,0.78834,0.9976,1,0.995,0.92222,0.9976,1,0.995,0.97676,0.42713,0.12293,0.34495,0.23417,0.81554,0.000134675,0.000134675,0.000134675
189,2853.48,0.41067,0.15756,0.08479,0.24758,0.7909,0.99766,1,0.995,0.92971,0.99766,1,0.995,0.97676,0.41821,0.1169,0.33766,0.2334,0.81399,0.0001247,0.0001247,0.0001247
190,2868.1,0.40669,0.14578,0.07879,0.24725,0.79572,0.99748,1,0.995,0.92549,0.99748,1,0.995,0.97658,0.41499,0.11767,0.33207,0.23191,0.81419,0.000114725,0.000114725,0.000114725
191,2889.13,0.39584,0.12231,0.03411,0.24319,0.78948,0.99746,1,0.995,0.92707,0.99746,1,0.995,0.97595,0.4206,0.12223,0.32148,0.23591,0.81334,0.00010475,0.00010475,0.00010475
192,2903.85,0.39332,0.11882,0.03317,0.23566,0.78031,0.9977,1,0.995,0.93005,0.9977,1,0.995,0.9768,0.41769,0.12181,0.33567,0.22671,0.81137,9.4775e-05,9.4775e-05,9.4775e-05
193,2918.31,0.40238,0.11628,0.03003,0.23878,0.78193,0.99774,1,0.995,0.92943,0.99774,1,0.995,0.97624,0.41773,0.12623,0.3334,0.23873,0.81194,8.48e-05,8.48e-05,8.48e-05
194,2934.41,0.38653,0.10282,0.03065,0.22849,0.78677,0.99774,1,0.995,0.92895,0.99774,1,0.995,0.97624,0.42219,0.12598,0.3439,0.23514,0.81241,7.4825e-05,7.4825e-05,7.4825e-05
195,2948.84,0.38607,0.10941,0.03402,0.23227,0.78353,0.9977,1,0.995,0.93497,0.9977,1,0.995,0.97624,0.41637,0.12457,0.3432,0.23296,0.81313,6.485e-05,6.485e-05,6.485e-05
196,2963.19,0.38683,0.12463,0.03384,0.22829,0.7856,0.9977,1,0.995,0.91518,0.9977,1,0.995,0.9764,0.41559,0.1235,0.35425,0.22973,0.81185,5.4875e-05,5.4875e-05,5.4875e-05
197,2977.52,0.3903,0.10929,0.0295,0.23204,0.78269,0.99771,1,0.995,0.92448,0.99771,1,0.995,0.9764,0.42417,0.12099,0.35563,0.2291,0.81227,4.49e-05,4.49e-05,4.49e-05
198,2992.14,0.38739,0.11509,0.03103,0.22838,0.78367,0.99771,1,0.995,0.9278,0.99771,1,0.995,0.97624,0.41676,0.11983,0.35626,0.23588,0.81237,3.4925e-05,3.4925e-05,3.4925e-05
199,3005.97,0.37498,0.09994,0.0327,0.22447,0.7869,0.99769,1,0.995,0.92637,0.99769,1,0.995,0.97624,0.41049,0.11912,0.35347,0.23298,0.81154,2.495e-05,2.495e-05,2.495e-05
200,3020.68,0.38008,0.10981,0.03437,0.23117,0.78246,0.99774,1,0.995,0.92637,0.99774,1,0.995,0.97624,0.41139,0.11983,0.35376,0.23024,0.81207,1.4975e-05,1.4975e-05,1.4975e-05
