epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,565.588,0.64599,0.84459,0.1736,0.41298,0.82674,0.9972,1,0.995,0.9017,0.9972,1,0.995,0.70258,0.54147,0.96538,0.21129,0.32126,0.82803,0.0016409,0.0016409,0.0016409
38,580.374,0.67291,0.76709,0.16157,0.41333,0.83049,0.99712,1,0.995,0.90308,0.99712,1,0.995,0.85942,0.5026,0.47618,0.22245,0.3217,0.82266,0.00163093,0.00163093,0.00163093
39,597.192,0.64306,0.7362,0.17266,0.39187,0.82466,0.99719,1,0.995,0.8864,0.99719,1,0.995,0.70567,0.5205,0.87767,0.25838,0.32529,0.83434,0.00162095,0.00162095,0.00162095
40,612.397,0.61204,0.7349,0.16119,0.38519,0.8268,0.99626,1,0.995,0.91459,0.91732,1,0.97817,0.73268,0.48552,1.10804,0.276,0.36385,0.82791,0.00161097,0.00161097,0.00161097
41,626.905,0.60788,0.78798,0.15955,0.3828,0.82028,0.99736,1,0.995,0.87608,0.91419,0.91667,0.88235,0.69557,0.54432,1.21211,0.29992,0.32798,0.83484,0.001601,0.001601,0.001601
42,641.651,0.63906,0.69739,0.15666,0.39209,0.82153,0.99851,1,0.995,0.88869,0.99851,1,0.995,0.6628,0.51874,1.31104,0.25625,0.30547,0.82533,0.00159103,0.00159103,0.00159103
43,656.826,0.63549,0.70632,0.15864,0.38526,0.82257,0.95863,1,0.9886,0.88586,0.95863,1,0.9886,0.88897,0.48972,0.48656,0.19956,0.34476,0.82293,0.00158105,0.00158105,0.00158105
44,671.719,0.64326,0.7025,0.15529,0.3944,0.82857,0.99788,1,0.995,0.88435,0.99788,1,0.995,0.71406,0.4404,1.06443,0.23452,0.31362,0.82143,0.00157108,0.00157108,0.00157108
45,687.285,0.64179,0.63806,0.16698,0.39805,0.82743,0.99808,1,0.995,0.89066,0.99808,1,0.995,0.90814,0.51746,0.3505,0.2084,0.30635,0.82486,0.0015611,0.0015611,0.0015611
46,701.412,0.63527,0.6414,0.15951,0.38601,0.82564,0.99763,1,0.995,0.91271,0.99763,1,0.995,0.9176,0.46874,0.3353,0.20304,0.30244,0.81951,0.00155113,0.00155113,0.00155113
47,716.756,0.61914,0.56601,0.15064,0.38103,0.82511,0.99759,1,0.995,0.8972,0.99759,1,0.995,0.82249,0.49669,0.58027,0.20112,0.3176,0.82952,0.00154115,0.00154115,0.00154115
48,732.06,0.59437,0.57032,0.13794,0.36623,0.81602,0.95778,1,0.9918,0.87018,0.95778,1,0.9918,0.92304,0.55552,0.31674,0.20642,0.32834,0.83656,0.00153118,0.00153118,0.00153118
49,747.069,0.61657,0.58045,0.13974,0.36955,0.82615,0.99772,1,0.995,0.89166,0.99772,1,0.995,0.51772,0.51983,1.89753,0.27506,0.3326,0.82636,0.0015212,0.0015212,0.0015212
50,761.67,0.60782,0.59776,0.13883,0.37708,0.82136,0.9972,1,0.995,0.88604,0.95565,0.95833,0.95018,0.49513,0.481,2.14894,0.32281,0.30287,0.81902,0.00151123,0.00151123,0.00151123
51,776.404,0.58586,0.55749,0.12365,0.36046,0.81885,0.99674,1,0.995,0.88748,0.99674,1,0.995,0.91121,0.46752,0.47868,0.25356,0.28716,0.8242,0.00150125,0.00150125,0.00150125
52,791.906,0.60224,0.6152,0.14476,0.37326,0.82492,0.9976,1,0.995,0.90182,0.9976,1,0.995,0.90493,0.48575,0.47093,0.24563,0.27827,0.82696,0.00149128,0.00149128,0.00149128
53,806.561,0.59157,0.57685,0.13123,0.36027,0.81947,0.99766,1,0.995,0.89997,0.99766,1,0.995,0.91667,0.48117,0.40527,0.20865,0.3302,0.82884,0.0014813,0.0014813,0.0014813
54,821.323,0.59663,0.48866,0.1276,0.36117,0.82229,0.99765,1,0.995,0.90059,0.99765,1,0.995,0.95799,0.49249,0.31653,0.21418,0.29967,0.82281,0.00147133,0.00147133,0.00147133
55,838.409,0.5783,0.55484,0.14406,0.36367,0.81863,0.99695,1,0.995,0.87384,0.99695,1,0.995,0.89295,0.49842,0.39661,0.23029,0.29447,0.82948,0.00146135,0.00146135,0.00146135
56,853.296,0.59791,0.55194,0.13267,0.36461,0.81055,0.99734,1,0.995,0.90106,0.99734,1,0.995,0.93973,0.50634,0.31917,0.23337,0.29957,0.8291,0.00145137,0.00145137,0.00145137
57,868.446,0.58818,0.46899,0.11657,0.36251,0.81102,0.99687,1,0.995,0.90575,0.99687,1,0.995,0.90318,0.4755,0.56806,0.25466,0.29104,0.8332,0.0014414,0.0014414,0.0014414
58,883.543,0.58858,0.53669,0.14348,0.366,0.81737,0.99513,1,0.995,0.89679,0.99513,1,0.995,0.96214,0.48452,0.29476,0.21404,0.30079,0.82788,0.00143143,0.00143143,0.00143143
59,898.899,0.56363,0.50993,0.14211,0.35107,0.81467,0.99776,1,0.995,0.90613,0.99776,1,0.995,0.94531,0.52128,0.25579,0.22263,0.30067,0.82725,0.00142145,0.00142145,0.00142145
60,913.37,0.58808,0.51906,0.13668,0.36176,0.81774,0.99421,1,0.995,0.90572,0.99421,1,0.995,0.84625,0.48448,0.5443,0.26681,0.30035,0.82601,0.00141148,0.00141148,0.00141148
61,928.032,0.57539,0.47,0.14127,0.3554,0.81018,0.99542,1,0.995,0.9043,0.99542,1,0.995,0.89236,0.51722,0.44163,0.23851,0.31697,0.82786,0.0014015,0.0014015,0.0014015
62,942.668,0.58519,0.42568,0.12772,0.36045,0.81942,0.994,1,0.995,0.85976,0.994,1,0.995,0.95774,0.53326,0.23165,0.21741,0.32035,0.83414,0.00139153,0.00139153,0.00139153
63,957.762,0.56658,0.47569,0.12132,0.34865,0.81573,0.9967,1,0.995,0.90121,0.9967,1,0.995,0.95823,0.48675,0.24851,0.24315,0.31121,0.82599,0.00138155,0.00138155,0.00138155
64,972.492,0.57184,0.45684,0.13052,0.35756,0.81392,0.99749,1,0.995,0.89769,0.99749,1,0.995,0.95722,0.49447,0.2409,0.2318,0.28198,0.8252,0.00137158,0.00137158,0.00137158
65,987.313,0.55733,0.41895,0.12638,0.34597,0.80916,0.99736,1,0.995,0.88852,0.99736,1,0.995,0.67535,0.50431,1.03817,0.25589,0.29161,0.83038,0.0013616,0.0013616,0.0013616
66,1002.05,0.5621,0.44924,0.12863,0.34569,0.81638,0.99753,1,0.995,0.88922,0.99753,1,0.995,0.64848,0.48551,1.3521,0.25056,0.29537,0.82511,0.00135163,0.00135163,0.00135163
67,1016.97,0.5683,0.46385,0.11414,0.3415,0.81339,0.99734,1,0.995,0.91478,0.99734,1,0.995,0.89064,0.48201,0.39512,0.24085,0.27766,0.83156,0.00134165,0.00134165,0.00134165
68,1032.04,0.56495,0.45123,0.12153,0.34744,0.80775,0.99466,1,0.995,0.89573,0.99466,1,0.995,0.75803,0.47772,0.71937,0.23748,0.31229,0.82667,0.00133168,0.00133168,0.00133168
69,1046.44,0.56306,0.4204,0.12443,0.34892,0.80642,0.99688,1,0.995,0.89872,0.99688,1,0.995,0.90824,0.52098,0.3352,0.24157,0.29573,0.82834,0.0013217,0.0013217,0.0013217
70,1063.13,0.56547,0.38918,0.12562,0.34269,0.81266,0.99739,1,0.995,0.8916,0.99739,1,0.995,0.81315,0.50124,0.55178,0.26157,0.31339,0.82923,0.00131173,0.00131173,0.00131173
71,1077.34,0.57271,0.39285,0.11267,0.34043,0.80531,0.99754,1,0.995,0.90131,0.95597,0.95833,0.93268,0.55503,0.48029,1.49866,0.26959,0.26935,0.82335,0.00130175,0.00130175,0.00130175
72,1092.59,0.55076,0.43013,0.11859,0.3393,0.80955,0.99697,1,0.995,0.91991,0.99697,1,0.995,0.85797,0.48892,0.65752,0.24301,0.29343,0.83229,0.00129177,0.00129177,0.00129177
73,1107.05,0.53822,0.40085,0.12602,0.32973,0.81139,0.99754,1,0.995,0.89139,0.99754,1,0.995,0.86586,0.50401,0.47279,0.25558,0.28888,0.82471,0.0012818,0.0012818,0.0012818
74,1122.31,0.54978,0.41164,0.11187,0.33836,0.8028,0.99773,1,0.995,0.90282,0.91454,0.91667,0.89083,0.79282,0.46189,0.85254,0.2428,0.27241,0.82003,0.00127183,0.00127183,0.00127183
75,1137.26,0.53892,0.44237,0.13554,0.3341,0.81552,0.99777,1,0.995,0.89616,0.95615,0.95833,0.93499,0.7372,0.48357,0.8959,0.22601,0.26678,0.82292,0.00126185,0.00126185,0.00126185
76,1152.69,0.57423,0.42476,0.12022,0.34481,0.80881,0.99615,1,0.995,0.9028,0.99615,1,0.995,0.83465,0.4834,0.70259,0.25931,0.30056,0.82697,0.00125188,0.00125188,0.00125188
77,1167.51,0.54853,0.35583,0.12015,0.33359,0.81197,0.99776,1,0.995,0.91453,0.95613,0.95833,0.94043,0.6623,0.4396,1.11441,0.23191,0.2717,0.81436,0.0012419,0.0012419,0.0012419
78,1182.66,0.5562,0.34816,0.12149,0.3393,0.8114,0.99926,1,0.995,0.914,0.99926,1,0.995,0.82417,0.44424,0.52308,0.23054,0.25971,0.81789,0.00123193,0.00123193,0.00123193
79,1197.13,0.55062,0.33456,0.10848,0.33167,0.81098,0.99776,1,0.995,0.90498,0.99776,1,0.995,0.80214,0.4752,0.6999,0.24988,0.26374,0.82101,0.00122195,0.00122195,0.00122195
80,1212.69,0.57266,0.38046,0.11787,0.34337,0.81121,0.99777,1,0.995,0.92112,0.99777,1,0.995,0.92,0.47786,0.41219,0.24308,0.28523,0.82095,0.00121198,0.00121198,0.00121198
81,1227.21,0.55083,0.37473,0.11528,0.33615,0.80953,0.99758,1,0.995,0.90869,0.95602,0.95833,0.96035,0.86041,0.46937,0.76639,0.28646,0.2855,0.82375,0.001202,0.001202,0.001202
82,1242.84,0.53667,0.33863,0.10997,0.32613,0.8007,0.99785,1,0.995,0.91969,0.99785,1,0.995,0.93753,0.45467,0.33544,0.28206,0.26978,0.8228,0.00119202,0.00119202,0.00119202
83,1257.87,0.55302,0.36442,0.11508,0.32915,0.81079,0.99749,1,0.995,0.9138,0.99749,1,0.995,0.92369,0.47789,0.40375,0.28447,0.27781,0.82116,0.00118205,0.00118205,0.00118205
84,1272.96,0.54367,0.34318,0.1147,0.3271,0.81068,0.99766,1,0.995,0.90415,0.95609,0.95833,0.94477,0.81677,0.49404,0.81599,0.27971,0.29338,0.82581,0.00117208,0.00117208,0.00117208
85,1289.61,0.53751,0.3473,0.12102,0.32783,0.80928,0.99726,1,0.995,0.89359,0.99726,1,0.995,0.79557,0.50877,0.63696,0.27373,0.27324,0.82761,0.0011621,0.0011621,0.0011621
86,1305.42,0.52256,0.33015,0.12052,0.31956,0.80625,0.99765,1,0.995,0.9273,0.99765,1,0.995,0.96768,0.43685,0.18895,0.2322,0.25298,0.82025,0.00115212,0.00115212,0.00115212
87,1320.76,0.5338,0.33492,0.12243,0.32908,0.81091,0.99747,1,0.995,0.91748,0.99747,1,0.995,0.9593,0.44151,0.27455,0.25683,0.25388,0.81686,0.00114215,0.00114215,0.00114215
88,1336.18,0.54711,0.32237,0.11503,0.3311,0.81206,0.99764,1,0.995,0.91081,0.99764,1,0.995,0.96015,0.45195,0.2315,0.2499,0.27459,0.81733,0.00113218,0.00113218,0.00113218
89,1350.71,0.53747,0.33578,0.11297,0.32183,0.81054,0.99745,1,0.995,0.90721,0.99745,1,0.995,0.87151,0.43871,0.61755,0.26671,0.27864,0.82333,0.0011222,0.0011222,0.0011222
90,1365.84,0.53423,0.31587,0.11352,0.3254,0.80054,0.99747,1,0.995,0.90426,0.99747,1,0.995,0.81088,0.44096,0.6088,0.28649,0.27341,0.82124,0.00111222,0.00111222,0.00111222
91,1382.02,0.53174,0.31733,0.11287,0.32295,0.80824,0.9945,1,0.995,0.91759,0.95291,0.95833,0.95396,0.8311,0.4501,0.79897,0.27335,0.26482,0.82382,0.00110225,0.00110225,0.00110225
92,1398.15,0.53806,0.34134,0.12874,0.32463,0.8084,0.99756,1,0.995,0.90942,0.99756,1,0.995,0.93105,0.45246,0.29823,0.24702,0.27414,0.82353,0.00109227,0.00109227,0.00109227
93,1413.58,0.53712,0.32229,0.1271,0.32379,0.81316,0.9977,1,0.995,0.90831,0.9977,1,0.995,0.97322,0.46004,0.19881,0.25691,0.26015,0.82092,0.0010823,0.0010823,0.0010823
94,1428.36,0.5364,0.29259,0.10522,0.32683,0.80158,0.99754,1,0.995,0.9161,0.99754,1,0.995,0.96578,0.45763,0.18968,0.25386,0.25081,0.82067,0.00107232,0.00107232,0.00107232
95,1443.81,0.53079,0.30476,0.10844,0.32343,0.80591,0.99779,1,0.995,0.91598,0.99779,1,0.995,0.87445,0.45956,0.36718,0.25132,0.28113,0.82207,0.00106235,0.00106235,0.00106235
96,1458.81,0.52427,0.30306,0.11572,0.32136,0.80718,0.99768,1,0.995,0.91275,0.91454,0.91667,0.89989,0.80118,0.47791,0.77124,0.23304,0.26768,0.82402,0.00105238,0.00105238,0.00105238
97,1473.73,0.50821,0.31436,0.11159,0.31035,0.80537,0.99703,1,0.995,0.91391,0.99703,1,0.995,0.97252,0.45292,0.1497,0.22648,0.25414,0.81821,0.0010424,0.0010424,0.0010424
98,1488.96,0.51643,0.30049,0.11907,0.31185,0.81328,0.99773,1,0.995,0.92379,0.99773,1,0.995,0.9672,0.45536,0.16772,0.23616,0.26856,0.82081,0.00103243,0.00103243,0.00103243
99,1503.88,0.52547,0.29494,0.11541,0.32038,0.81267,0.99738,1,0.995,0.91234,0.91421,0.91667,0.93841,0.85385,0.47007,0.7357,0.27391,0.28041,0.82216,0.00102245,0.00102245,0.00102245
100,1518.82,0.51635,0.2722,0.10341,0.31473,0.80566,0.99773,1,0.995,0.92455,0.99773,1,0.995,0.81364,0.44185,0.87021,0.32407,0.26364,0.81886,0.00101248,0.00101248,0.00101248
101,1535.43,0.51306,0.29412,0.11966,0.31337,0.809,0.99759,1,0.995,0.91877,0.99759,1,0.995,0.92067,0.46456,0.35112,0.26386,0.27223,0.82602,0.0010025,0.0010025,0.0010025
102,1550.63,0.50515,0.24485,0.1026,0.30371,0.80115,0.99752,1,0.995,0.91824,0.99752,1,0.995,0.85035,0.46005,0.71333,0.28018,0.27368,0.82452,0.000992525,0.000992525,0.000992525
103,1565.48,0.50627,0.25398,0.09922,0.30953,0.80636,0.99724,1,0.995,0.91235,0.99724,1,0.995,0.8477,0.47005,0.47362,0.28072,0.27507,0.82444,0.00098255,0.00098255,0.00098255
104,1580.69,0.51849,0.27347,0.10638,0.31184,0.80721,0.99766,1,0.995,0.91212,0.99766,1,0.995,0.91473,0.48069,0.3005,0.21541,0.28299,0.82308,0.000972575,0.000972575,0.000972575
105,1596.01,0.50597,0.26739,0.10681,0.30958,0.80859,0.99787,1,0.995,0.91125,0.99787,1,0.995,0.96297,0.46237,0.24909,0.27548,0.24745,0.82089,0.0009626,0.0009626,0.0009626
106,1610.87,0.50707,0.26364,0.10561,0.30937,0.80917,0.99779,1,0.995,0.902,0.99779,1,0.995,0.97595,0.44204,0.1428,0.26432,0.25658,0.81885,0.000952625,0.000952625,0.000952625
107,1626.02,0.50711,0.25854,0.10229,0.30868,0.80711,0.9978,1,0.995,0.91906,0.9978,1,0.995,0.97771,0.42091,0.14432,0.24262,0.24229,0.81481,0.00094265,0.00094265,0.00094265
108,1640.8,0.48268,0.23217,0.10978,0.29752,0.79988,0.99776,1,0.995,0.90549,0.99776,1,0.995,0.97131,0.44657,0.15898,0.25815,0.24381,0.81867,0.000932675,0.000932675,0.000932675
109,1655.46,0.50213,0.22078,0.10531,0.30264,0.80044,0.99779,1,0.995,0.92501,0.99779,1,0.995,0.98813,0.43897,0.14203,0.28728,0.25147,0.82028,0.0009227,0.0009227,0.0009227
110,1670.64,0.4866,0.23513,0.09527,0.29828,0.80223,0.99783,1,0.995,0.92404,0.99783,1,0.995,0.97721,0.46379,0.14137,0.27334,0.26905,0.81969,0.000912725,0.000912725,0.000912725
111,1685.74,0.49012,0.25515,0.10101,0.30178,0.80022,0.99764,1,0.995,0.91645,0.99764,1,0.995,0.98247,0.44325,0.14873,0.25276,0.24855,0.81864,0.00090275,0.00090275,0.00090275
112,1700.79,0.47601,0.23733,0.10177,0.29003,0.80031,0.99765,1,0.995,0.91509,0.99765,1,0.995,0.96655,0.42824,0.15489,0.25828,0.249,0.81758,0.000892775,0.000892775,0.000892775
113,1715.42,0.4873,0.23628,0.09808,0.29915,0.80062,0.9977,1,0.995,0.92056,0.95608,0.95833,0.96082,0.8659,0.45452,0.78017,0.27705,0.2697,0.81809,0.0008828,0.0008828,0.0008828
114,1729.9,0.49355,0.25182,0.10622,0.29638,0.80256,0.99696,1,0.995,0.92223,0.99696,1,0.995,0.78015,0.43778,0.74432,0.2936,0.26048,0.81719,0.000872825,0.000872825,0.000872825
115,1744.47,0.51228,0.26599,0.09877,0.30483,0.80518,0.99736,1,0.995,0.91647,0.95574,0.95833,0.93408,0.78077,0.44788,0.80191,0.28975,0.2593,0.8232,0.00086285,0.00086285,0.00086285
116,1762.44,0.49089,0.24593,0.10458,0.299,0.79998,0.99761,1,0.995,0.91349,0.95598,0.95833,0.9355,0.78971,0.4486,0.74492,0.26254,0.26537,0.81438,0.000852875,0.000852875,0.000852875
117,1776.98,0.50064,0.25973,0.09668,0.30364,0.79962,0.99768,1,0.995,0.90919,0.99768,1,0.995,0.95003,0.44367,0.25688,0.32666,0.25218,0.81674,0.0008429,0.0008429,0.0008429
118,1791.7,0.51389,0.24882,0.10398,0.30597,0.79864,0.99776,1,0.995,0.92,0.99776,1,0.995,0.98201,0.472,0.14191,0.25606,0.26939,0.81552,0.000832925,0.000832925,0.000832925
119,1806.82,0.49557,0.25597,0.10109,0.30046,0.80386,0.99778,1,0.995,0.90079,0.99778,1,0.995,0.86386,0.46227,0.39503,0.30213,0.26235,0.81949,0.00082295,0.00082295,0.00082295
120,1821.52,0.47951,0.20554,0.09768,0.29269,0.79756,0.99758,1,0.995,0.91592,0.99758,1,0.995,0.98386,0.43719,0.14005,0.26318,0.24847,0.81739,0.000812975,0.000812975,0.000812975
121,1835.71,0.48091,0.21459,0.09564,0.29716,0.80508,0.99767,1,0.995,0.909,0.99767,1,0.995,0.99171,0.427,0.1185,0.28212,0.23519,0.81538,0.000803,0.000803,0.000803
122,1850.62,0.48495,0.22346,0.09497,0.29116,0.80192,0.9979,1,0.995,0.90858,0.9979,1,0.995,0.90641,0.4514,0.27491,0.29185,0.25197,0.82396,0.000793025,0.000793025,0.000793025
123,1865.98,0.50061,0.23856,0.10033,0.29693,0.80221,0.99772,1,0.995,0.92869,0.99772,1,0.995,0.89017,0.44609,0.4932,0.27983,0.2589,0.81842,0.00078305,0.00078305,0.00078305
124,1881.04,0.47243,0.21812,0.09616,0.28929,0.79523,0.9977,1,0.995,0.93811,0.9977,1,0.995,0.92027,0.42573,0.41532,0.30939,0.24997,0.81744,0.000773075,0.000773075,0.000773075
125,1895.89,0.4806,0.22532,0.09978,0.29229,0.79637,0.9978,1,0.995,0.92386,0.9978,1,0.995,0.94831,0.44873,0.26158,0.28137,0.26255,0.8162,0.0007631,0.0007631,0.0007631
126,1910.86,0.48909,0.2305,0.10617,0.29869,0.80127,0.99655,1,0.995,0.91212,0.99655,1,0.995,0.96996,0.43704,0.14378,0.32729,0.24854,0.81978,0.000753125,0.000753125,0.000753125
